Date,Speaker,timetype,time,contents
2021-03-23,금나연,오후,6:31,바빠서 시간가는줄몰랐다
2021-03-23,금나연,오후,6:31,1시반?20분? 시작이니까
2021-03-23,금나연,오후,6:31,12시 20분 어땡
2021-03-23,금나연,오후,6:31,뭐드실래요들
2021-03-23,금나연,오후,6:31,아니 근데 혹시 여기 방에 이모지 하나 보내주실 분 이모티콘 말고 이모지!
2021-03-23,금나연,오후,6:31,이모티콘
2021-03-23,정선용,오후,6:33,😀
2021-03-23,정선용,오후,6:33,이거?!
2021-03-23,금나연,오후,6:35,노노 그
2021-03-23,금나연,오후,6:35,막 얼굴 크게 나오는 뭐더라
2021-03-23,금나연,오후,6:35,커스텀하는거 잇던데
2021-03-23,남기쁨,오후,7:38,이거?
2021-03-23,남기쁨,오후,7:38,사진
2021-03-23,금나연,오후,8:33,오 좋아요
2021-03-23,금나연,오후,8:33,땡꾸땡ㄲ
2021-03-23,남기쁨,오후,10:04,나연아 내일 그냥 넉넉잡아 12시는 어때?
2021-03-23,금나연,오후,10:05,조와
2021-03-23,금나연,오후,10:05,뭐먹을래
2021-03-23,남기쁨,오후,10:05,코엑니까 뭐든 있지 않을까
2021-03-23,금나연,오후,10:05,ㅋㅋㅋㅋㅋ 정하고가자..!
2021-03-23,금나연,오후,10:05,나 안 정하면
2021-03-23,금나연,오후,10:05,불안해..
2021-03-23,남기쁨,오후,10:06,ㅇㅋㅇㅋ
2021-03-23,남기쁨,오후,10:06,나도 찾아보고 보네즐게
2021-03-23,정선용,오후,10:06,"전형적인 t,,,,ㅋㅋㅋㅋㅋ"
2021-03-23,남기쁨,오후,10:06,Jㄱㅔㅆ지
2021-03-23,금나연,오후,10:10,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021-03-23,남기쁨,오후,10:18,나연아 먹고 싶은 거 있어?
2021-03-23,남기쁨,오후,10:18,너무 많아서 더 어려워...
2021-03-23,금나연,오후,10:18,나 지금 스터디중이라
2021-03-23,금나연,오후,10:18,끝나거 바러 찾아볼게!
2021-03-23,남기쁨,오후,10:18,아
2021-03-23,금나연,오후,10:19,나 해산물 빼고 다 죠아
2021-03-23,남기쁨,오후,10:19,ㅇㅇ끝나고 답장해!
2021-03-23,남기쁨,오후,10:19,ㅇㅋㅇㅋ
2021-03-23,금나연,오후,10:19,넹넹!
2021-03-23,전희선,오후,10:21,낼 앱팀
2021-03-23,전희선,오후,10:21,스터디카페
2021-03-23,전희선,오후,10:21,예약해야하지않을까여?!
2021-03-23,민지,오후,10:27,똑같은 곳으로 하는게 편하지 않을까요?
2021-03-23,남기쁨,오후,10:35,그럴까요?
2021-03-23,남기쁨,오후,10:35,아님 4명이니까 그냥 카페도 괜찮을 것 같기도 한데
2021-03-23,전희선,오후,10:35,그것도 좋아요~!
2021-03-23,민지,오후,10:36,네네! 저도 카페 좋아요!
2021-03-23,남기쁨,오후,10:59,가츠오 대치점 : 네이버
2021-03-23,남기쁨,오후,11:01,후레쉬빌 삼성역본점 : 네이버
2021-03-23,정선용,오후,11:02,오~~ 다 맛있겠다ㅠㅠ
2021-03-23,남기쁨,오후,11:05,네이버 플레이스
2021-03-23,남기쁨,오후,11:05,너무 카톡 테러인가
2021-03-23,남기쁨,오후,11:05,ㅋㅋㅋㅋㅋㅋ미안해요😅
2021-03-23,금나연,오후,11:12,절대 아님니다
2021-03-23,남기쁨,오후,11:13,아니 내일 안 오시는 분들ㅋㅋㅋㅋ
2021-03-23,남기쁨,오후,11:13,암튼
2021-03-23,남기쁨,오후,11:13,뭐 먹고 싶어?
2021-03-23,금나연,오후,11:14,이거 어때영
2021-03-23,금나연,오후,11:14,제일 가까운듯! 맛있어보이기도 하구
2021-03-23,이승희,오후,11:14,나도갈까..?
2021-03-23,이승희,오후,11:14,너무늦었나?
2021-03-23,금나연,오후,11:14,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021-03-23,금나연,오후,11:14,ㄱㄱ~
2021-03-23,이승희,오후,11:14,나 가면
2021-03-23,이승희,오후,11:14,4인초과지??
2021-03-23,남기쁨,오후,11:15,같이 가요
2021-03-23,금나연,오후,11:15,노노노
2021-03-23,남기쁨,오후,11:15,4명입니다
2021-03-23,금나연,오후,11:15,지금 3인씩
2021-03-23,금나연,오후,11:15,오빠 딱 4
2021-03-23,이승희,오후,11:15,오진짜?
2021-03-23,금나연,오후,11:15,옙
2021-03-23,남기쁨,오후,11:15,확정~
2021-03-23,이승희,오후,11:15,현장신청
2021-03-23,이승희,오후,11:15,가능한가
2021-03-23,금나연,오후,11:16,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 가능한데
2021-03-23,금나연,오후,11:16,http://asq.kr/RLZ1XRPhuYUKRh
2021-03-23,정선용,오후,11:16,"ㅋㅋㅋ 승희님 얼른 와요ㅎㅎ,,,,"
2021-03-23,이승희,오후,11:16,ㅋㅋㅋㅋㅋㅋ
2021-03-23,정선용,오후,11:17,저는 내일 병원갔다 가는거라 시간이 애매할수도 있어서
2021-03-23,정선용,오후,11:17,"드시는거 맞춰서 가겠습니다,,ㅎㅎ"
2021-03-23,이승희,오후,11:17,넵
2021-03-23,남기쁨,오후,11:17,ㅇㅋ 메뉴 원히는 거 있으면 미리 주문해줄게요!!
2021-03-23,이승희,오후,11:17,세미나들을꺼아니지?? 부스 관람아님??
2021-03-23,정선용,오후,11:23,"땡큐,,,ㅎㅎ"
2021-03-23,정선용,오후,11:23,세미나입니다ㅠㅠㅜ
2021-03-23,정선용,오후,11:23,사진
2021-03-23,이승희,오후,11:24,악 세미나면
2021-03-23,이승희,오후,11:24,패스..
2021-03-23,이승희,오후,11:24,나는 팀플할때만갈게
2021-03-23,남기쁨,오후,11:24,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021-03-23,이승희,오후,11:24,ㅋㅋㅋㅋㅋㅋㅋㅋ
2021-03-23,남기쁨,오후,11:24,"알겠습니다,,,"
2021-03-23,남기쁨,오후,11:24,그냥 와요~~
2021-03-23,이승희,오후,11:24,보다가
2021-03-23,이승희,오후,11:24,잘거같어요
2021-03-23,이승희,오후,11:24,ㅋㅋㅋㅋㅋㅋㅋ
2021-03-23,이승희,오후,11:24,그런거 영어로하고그러던데
2021-03-23,정선용,오후,11:25,"앗,,,,,, 얼른 신청해줘요ㅠㅠ"
2021-03-23,정선용,오후,11:25,영어로 하면 저도 잘꺼같은데ㅋㅋㅋㅋㅋ
2021-03-23,이승희,오후,11:25,ㅋㅋㅋㅋㅋㅋㅋㅋ
2021-03-23,금나연,오후,11:27,english?
2021-03-23,금나연,오후,11:27,me too
2021-03-23,금나연,오후,11:27,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021-03-23,이승희,오후,11:29,까비..
2021-03-23,남기쁨,오후,11:30,아 저 아직 알바 말씀 안 드렸는데
2021-03-23,남기쁨,오후,11:30,2시간 반이면 괜칞겠죠...?
2021-03-23,남기쁨,오후,11:31,앱팀
2021-03-23,금나연,오후,11:33,그 혹시 @남기쁨  @정선용   밥약 한분 더 껴도 돼여.? 저희 프로젝트 조 친군데 저랑 같은팀인데 밥먹고 싶다고 연락..와서..
2021-03-23,남기쁨,오후,11:33,그럼요
2021-03-23,금나연,오후,11:33,수현이가 밥먹고싶대 ㅎㅎ
2021-03-23,남기쁨,오후,11:34,최수현?
2021-03-23,금나연,오후,11:34,ㅇㅇㅇㅇ
2021-03-23,남기쁨,오후,11:34,얼른 오라 그래
2021-03-23,정선용,오후,11:38,"그 능력자분이시라는,,,저도 괜찮아요~~"
2021-03-23,금나연,오후,11:48,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 네넹~
2021-03-23,전희선,오후,11:55,안끝나면
2021-03-23,전희선,오후,11:55,기쁨님 가시고 남은사람들끼리
2021-03-23,전희선,오후,11:55,할게요?
2021-03-23,전희선,오후,11:56,!
2021-03-24,금나연,오전,12:06,"기쁨아 혹시 내일 일어나서 그때 카톡방 파일 다시 보내줄 수 있어? 오류가 두군데 있는데 이게 원래 이런건지, 뭐 눌러서 그런건지 모르겠어서"
2021-03-24,정선용,오전,12:09,어디서 오류난거야??!
2021-03-24,금나연,오전,12:10,그 왜 오빠가
2021-03-24,금나연,오전,12:10,드롭한부분!
2021-03-24,금나연,오전,12:10,거기 엔터가 하나씩 덜 쳐져서 그런 것 같아서
2021-03-24,금나연,오전,12:10,혹시 옮기다 지운게 아닌가 하고..
2021-03-24,정선용,오전,12:10,잉?? 오류 난 곳 캡쳐해서 보내줄 수 있어?
2021-03-24,금나연,오전,12:11,앜ㅋㅋㅋ 오빠가 처리한 부분 말하는거!
2021-03-24,금나연,오전,12:11,사진
2021-03-24,금나연,오전,12:11,여기
2021-03-24,금나연,오전,12:11,찾아보니까
2021-03-24,남기쁨,오후,9:20,(상관없) -> 이게 한줄이야
2021-03-24,정선용,오전,12:11,"아 거기 이상하긴하더라,,,,, 그거 처리할 것도 생각해보자ㅠㅠ"
2021-03-24,금나연,오전,12:12,응응! 그거 보구 있었으
2021-03-24,정선용,오전,12:12,"세개 데이터 돌려봤는데 기쁨이 데이터만 그런게 있더라고,,,"
2021-03-24,금나연,오전,12:12,맞아맞아
2021-03-24,금나연,오전,12:12,나도 돌려봐서 혹시 잘못 받은건가 싶었으
2021-03-24,금나연,오전,12:13,우리 어디서 몇시에 볼까? 12시 여기서 보남
2021-03-24,남기쁨,오전,12:14,ㅇㅇ 다시 보내줄게!
2021-03-24,이승희,오전,12:15,혹시
2021-03-24,이승희,오전,12:15,코엑스안가면
2021-03-24,이승희,오전,12:15,몇시까지어디로가면되지..???
2021-03-24,이승희,오전,12:16,우리 앱모임
2021-03-24,남기쁨,오전,12:16,3시에 강남인 것 같은데요..?
2021-03-24,이승희,오전,12:16,그러쿤요
2021-03-24,이승희,오전,12:16,별차이없구나
2021-03-24,정선용,오전,12:16,그럼 오시면 될것 같습니닿ㅎㅎ
2021-03-24,이승희,오전,12:17,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021-03-24,남기쁨,오전,12:17,저는 어차피 저기서 출발하는 거니까 그 사이에 장소 더 편하신 데로 바꾸셔도 상관 없어요!
2021-03-24,남기쁨,오전,12:17,그러자!!
2021-03-24,금나연,오전,1:21,(테스팅중 무시 가능)
2021-03-24,금나연,오전,1:21,사진 4장
2021-03-24,금나연,오전,1:29,😥
2021-03-24,금나연,오전,1:29,😓😓
2021-03-24,금나연,오전,1:39,사진
2021-03-24,금나연,오전,1:39,다들 물음표 많이쓰네...
2021-03-24,금나연,오전,1:39,?????????
